GlobalEventID,is_supply_chain_relevant,impact_domain_draft,country,summary_kr,error_msg,affected_material,tone_score,event_type
1255102538,False,기타,Tajikistan,"타지키스탄에서 여성들이 남편 및 가족 구성원으로부터 폭력을 경험하고 있으며, 정부의 대응이 부족하다는 내용의 보고서입니다. 폭력 피해자들은 안전과 서비스, 정의를 위한 필요가 무시되고 있으며, 생존자 지원을 위한 시민 사회 단체와 쉼터가 생명을 구하는 도움을 제공하고 있습니다. 그러나 정부의 보호 및 서비스 제공, 사건 조사 및 기소, 가해자 처벌에 대한 문제점이 여전히 존재합니다.",,[],-1.0,Domestic Violence
1252469212,True,기타,China,"2025년 상반기 중국의 일대일로 투자와 인프라 이니셔티브가 1240억 달러에 달하며, 이는 6개월 기준으로 가장 높은 수치입니다. 에너지, 광업 및 첨단 제조업과 같은 전략적 분야에서의 급증이 주요 요인으로 작용하고 있습니다. 특히, 에너지 부문에서 440억 달러의 거래가 이루어졌으며, 금속 및 광업 부문에서도 기록적인 249억 달러의 참여가 있었습니다. 이러한 투자 증가로 인해 공급망의 회복력과 미래 경쟁력을 확보하려는 중국의 전략이 드러나고 있습니다.",,"[""energy"", ""metals"", ""aluminium"", ""copper"", ""EV batteries"", ""solar PV"", ""green hydrogen""]",0.5,investment increase
1090675084,True,지정학,Sierra Leone,"시 에라리온에서 진행 중인 선거는 중국의 영향력과 관련된 공급망 리스크를 드러내고 있습니다. 중국의 자본과 지원이 APC 당의 선거 캠페인에 직접적으로 개입하고 있으며, 이는 국가의 주권과 정치적 독립성에 대한 우려를 불러일으키고 있습니다. 이러한 상황은 중국의 자원 투자와 관련된 부정적인 여론을 초래하고 있으며, 이는 향후 공급망의 안정성에 영향을 미칠 수 있습니다.",,[],-0.5,Election
1278955384,True,지정학,China,"이 기사는 중국 탕산시의 혁신과 포트 물류 시스템의 통합을 강조하며, 공급망 리스크가 존재할 수 있는 요소들을 다루고 있습니다. 탕산시는 로봇 기술과 포트 물류의 발전을 통해 산업의 효율성을 높이고 있으며, 이는 공급망의 연속성과 안정성을 강화하는 데 기여하고 있습니다. 그러나 이러한 혁신이 외부 요인에 의해 영향을 받을 수 있는 가능성도 존재합니다.",,"[""iron ore""]",0.5,innovation
1037014214,True,지정학,Guinea,"Nimba Development Company와 기니 정부가 Société de Développement Nimba의 전체 지배권을 확보하여 철광석 광산 개발 및 기니에서 라이베리아 해안까지의 철도 확장 계획을 발표했습니다. 이 프로젝트는 지역 경제 발전을 촉진하고, 환경 보호 기준을 준수하며, 기니와 라이베리아 간의 연결성을 높이는 것을 목표로 하고 있습니다.",,"[""iron ore""]",0.5,development announcement
1231125675,True,기타,Greenland,"그린란드는 자원과 전략적 위치로 인해 공급망 리스크가 존재하는 지역입니다. 특히, 기후 변화로 인해 자원의 접근성이 높아지고 있으며, 이는 국제적인 경쟁을 촉발하고 있습니다. 그린란드의 자원 개발은 환경 보호 규제와 기후의 혹독함으로 인해 복잡한 상황에 처해 있습니다.",,"[""rare earth minerals"", ""oil"", ""natural gas""]",0.3,geopolitical interest
1235848066,True,지정학,Australia,"미국의 새로운 관세가 호주 농업 및 제조업에 미치는 영향에 대한 우려가 커지고 있으며, 호주 정부는 이를 완화하기 위한 재정 지원을 발표했습니다. 특히 소고기, 양고기, 와인 생산자들이 큰 타격을 받을 것으로 예상됩니다. 이러한 상황은 공급망의 안정성에 중대한 영향을 미칠 수 있습니다.",,"[""automobiles"", ""steel"", ""aluminum"", ""beef"", ""sheep meat"", ""wine""]",-0.5,tariff imposition
1024403696,True,기타,United States,"이 기사는 미국의 정치적 상황과 양당 간의 협력 가능성에 대해 다루고 있으며, 특히 무역 및 의료 공급망과 관련된 이슈에 대한 논의가 포함되어 있습니다. 의료 공급망의 독립성을 강조하며, 이는 공급망 리스크와 관련이 있습니다. 따라서 공급망 리스크 분석이 필요합니다.",,"[""medical supplies"", ""steel"", ""aluminum""]",0.2,bipartisan agreement
1155129471,True,지정학,European Union,"유럽연합이 러시아에 대한 13번째 제재 패키지에 대한 비공식 논의를 시작할 예정입니다. 이는 공급망 리스크에 영향을 미칠 수 있으며, 특히 러시아의 자원 및 원자재 수출에 대한 제재가 강화될 것으로 보입니다.",,"[""diamonds"", ""military-use goods"", ""oil"", ""aluminum""]",-0.5,sanctions
1167474230,True,지정학,United States,"산타클라라 카운티의 간호사들이 공정한 계약을 요구하며 파업을 벌이고 있으며, 이로 인해 카운티는 2천만 달러 이상의 비용을 지출하고 있습니다. 간호사들은 임금 인상과 근무 조건 개선을 요구하고 있으며, 이로 인해 환자 안전과 간호사들의 안전이 위협받고 있습니다. 파업으로 인해 일부 수술이 연기되었고, 카운티는 예산에 영향을 받을 것으로 예상하고 있습니다.",,[],-0.5,Strike
1062869591,True,지정학,United States,"미국의 화물 철도 파업이 임박하면서 미시간의 20% 화물이 발이 묶일 위기에 처해 있습니다. 이는 자동차 및 농업 등 다양한 산업에 심각한 영향을 미칠 것으로 예상됩니다. 연방 정부는 노조와 철도 간의 협상에 개입하고 있으며, 파업이 발생할 경우 하루에 20억 달러의 경제적 손실이 발생할 수 있습니다. 철도는 미시간의 물류에 필수적이며, 화학 물질 및 원자재의 이동이 중단될 경우 심각한 공급망 혼잡이 발생할 수 있습니다.",,"[""coal"", ""chlorine""]",-0.5,strike
1004383690,True,지정학,Chile,"세계 최대 리튬 생산업체인 Abel이 칠레 아타카마 소금호수의 Salar 공장에서 노동조합과의 협상에 성공하여 한 달 간의 파업을 종료했습니다. 이번 협상으로 인해 공급망 리스크가 완화되었으며, 생산이 정상화되었습니다. 그러나 SQM의 리튬 생산에도 문제가 발생하고 있어, 지역 규제 당국이 환경 허가를 중단할 것을 요청했습니다.",,"[""lithium""]",0.5,labor agreement
1158958892,False,기타,United States,"이 기사는 미국-멕시코 국경에 대한 남다른 관심을 보이는 사우스다코타 주지사 크리스티 노엠의 군대 파견과 관련된 내용을 다루고 있습니다. 공급망 리스크와는 관련이 없으며, 주 정부의 국경 보안 노력에 대한 정치적 논의가 포함되어 있습니다.",,"[""drugs"", ""human trafficking""]",-0.5,border security deployment
906680370,False,정책,Canada,"캐나다의 교사와 정유소 노동자들이 정부의 강력한 정책에 맞서 싸우고 있으며, 이는 공급망 리스크와 관련이 없습니다.",,[],-0.8,Labor Strike
905870519,True,물류,Canada,"캐나다의 원주율이 파이프라인 프로젝트에 대한 시위로 인해 기차 서비스가 중단되었습니다. 이로 인해 식료품, 소비재, 곡물, 공항 제빙액, 건축 자재, 프로판 공급 및 목재, 알루미늄, 석탄과 같은 천연 자원의 운송에 영향을 미칠 것으로 예상됩니다. 공급망 리스크가 발생하고 있습니다.",,"[""food"", ""consumer items"", ""grain"", ""de-icing fluid"", ""construction materials"", ""propane"", ""lumber"", ""aluminum"", ""coal""]",-0.5,protest
1129066861,True,기타,India,"디지털 기록 시스템이 도입된 지역 병원에서 환자 등록 및 치료 기록을 디지털화하여 의사들이 환자의 의료 이력을 쉽게 접근할 수 있도록 하고 있습니다. 이는 환자 치료의 효율성을 높이고, 의료 서비스의 질을 향상시키는 데 기여할 것으로 보입니다. 또한, 추가 인력이 배치되어 환자 등록을 지원하고 있으며, 향후 모든 부서의 디지털화가 계획되고 있습니다.",,[],0.2,Digital Transformation
1255040667,False,정책,Canada,"캐나다의 팔레스타인 국가 인정 의도가 미국과의 무역 협상에 부정적인 영향을 미칠 것으로 보이며, 이는 공급망 리스크와 관련이 없다.",,[],-0.5,Political Announcement
1228587176,True,지정학,Rwanda,"이번 기사는 르완다의 전 정보 책임자 제임스 카바레베가 미 정부의 제재를 받게 된 사건을 다루고 있으며, 이는 르완다와 DRC 간의 갈등과 관련된 공급망 리스크를 시사합니다. 카바레베는 M23 반군과의 연관성으로 제재를 받았으며, 이는 르완다의 자원 수익 창출과 관련된 공급망에 영향을 미칠 수 있습니다.",,"[""mineral resources""]",-0.5,sanctions
1103324570,False,기타,Ukraine,"이 기사는 우크라이나 전쟁과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 무관합니다.",,[],-0.5,Political Conflict
1246336300,False,기타,Russia,"이 기사는 러시아에 대한 제재와 그 효과에 대한 논의로, 공급망 리스크와는 관련이 없습니다.",,"[""oil"", ""gas"", ""military components""]",-0.5,sanctions
1188829669,False,기타,USA,"이 기사는 이스라엘 총리 네타냐후의 의회 연설에 대한 보이콧 촉구와 관련된 정치적 시위에 관한 내용으로, 공급망 리스크와는 무관합니다.",,[],-0.8,Protest
1088709804,True,정책,Canada,"캐나다가 러시아산 철강 및 알루미늄 수입을 금지하는 조치를 취했습니다. 이는 러시아의 우크라이나 침공에 대한 제재의 일환으로, 캐나다 정부는 이러한 조치가 러시아의 경제적 능력을 약화시키고, 전반적인 공급망에 영향을 미칠 수 있다고 보고 있습니다. 그러나 전문가들은 이번 조치가 실제로는 큰 상업적 영향을 미치지 않을 것이라고 분석하고 있습니다.",,"[""steel"", ""aluminum""]",-0.5,import ban
1149994666,True,정책,EU,"EU가 러시아의 세계 최대 다이아몬드 채굴 회사 PJSC Alrosa에 대한 제재를 발표했습니다. 이 제재는 러시아의 다이아몬드 수출을 금지하고 있으며, 이는 배터리 및 기타 기술 제품의 수출 통제와 관련이 있습니다.",,"[""diamonds"", ""lithium batteries"", ""chemicals""]",-0.8,sanction
1227600278,False,기타,South Africa,"이 기사는 남아프리카 공화국의 외교 정책과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""rare earth minerals"", ""crude oil""]",-0.5,geopolitical tension
1048753153,False,기타,UK,"이 기사는 영국 외무부의 외교 정책과 대만 및 우크라이나에 대한 군사적 지원에 대한 논의에 초점을 맞추고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""missiles""]",-0.5,military support
1033957742,True,정책,UK,"영국 정부가 러시아의 우크라이나 침공에 대한 새로운 제재를 발표하면서 러시아 수입품에 대한 금지가 시행된다. 이로 인해 러시아산 보드카 가격이 급등할 것으로 예상된다. 제재는 럭셔리 차량, 고급 패션, 예술 작품 등 다양한 품목에 영향을 미치며, 이는 러시아 경제에 큰 타격을 줄 것으로 보인다.",,"[""vodka"", ""iron"", ""steel"", ""fertilisers"", ""wood"", ""tyres"", ""railway containers"", ""cement"", ""copper"", ""aluminium"", ""silver"", ""lead"", ""iron ore"", ""residue/food waste products"", ""beverages"", ""spirits"", ""vinegar"", ""glass"", ""glassware"", ""cereals"", ""oil seeds"", ""paper"", ""paperboard"", ""machinery"", ""works of art"", ""antiques"", ""fur skins"", ""artificial fur"", ""ships"", ""white fish""]",-0.8,sanction
1041709225,False,기타,Russia,"이 기사는 러시아의 우크라이나 침공에 대한 제재와 관련된 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""oil"", ""gas""]",-0.5,sanctions
972938721,False,기타,Myanmar,"이 기사는 미얀마 군부 쿠데타 이후의 폭력적인 시위와 관련된 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.8,Protests
972724898,False,기타,Myanmar,"이 기사는 미얀마의 군사 쿠데타와 관련된 폭력 사태에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.8,Violence
976729996,False,기타,US,"이 기사는 미국과 유럽 간의 무역 및 백신 배포 문제에 대한 논의와 제재 조치에 대한 내용을 다루고 있으며, 핵심광물 공급망과는 관련이 없습니다.",,"[""AstraZeneca vaccine""]",0.2,Sanctions
937386739,False,기타,중국,"이 기사는 미국과 중국 간의 정치적 압박과 역사적 갈등에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""copper"", ""crude oil""]",-0.5,geopolitical tension
1068847886,True,정책,미국,"미국이 러시아 알루미늄 수입 금지를 고려하고 있다는 소식에 따라 글로벌 금속 시장이 공급 중단 가능성을 우려하고 있다. 이러한 조치는 알루미늄 가격에 혼란을 초래하고 있으며, 러시아산 금속의 덤핑과 중국의 수요 약화가 시장에 부정적인 영향을 미치고 있다. 전문가들은 이러한 조치가 글로벌 알루미늄 공급망에 중대한 영향을 미칠 수 있다고 경고하고 있다.",,"[""aluminum"", ""bauxite"", ""alumina""]",-0.5,potential sanctions
1140619125,True,정책,Namibia,"아프리카에서 리튬 채굴이 부패를 조장하고 지역 사회와 환경에 해를 끼칠 위험이 있다는 조사 결과가 나왔다. 나미비아의 중국 운영 리튬 광산에서 현지 근로자들은 열악한 생활 조건과 안전하지 않은 작업 관행에 대해 불만을 제기하고 있다. 또한, 광산 개발 과정에서 부패와 인권 침해가 발생하고 있으며, 이는 리튬 공급망에 부정적인 영향을 미칠 수 있다. 특히 짐바브웨는 원자재 리튬의 수출을 금지했지만, 여전히 많은 양이 밀수되고 있는 상황이다. 이러한 정책적 조치와 부패 문제는 리튬 공급망의 안정성에 심각한 위협이 될 수 있다.",,"[""lithium""]",-0.7,corruption
1177336380,False,기타,미국,"이 기사는 미국-멕시코 국경을 넘는 중국 국적자의 급증과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""aluminum"", ""lithium-ion batteries""]",-0.5,policy announcement
1033691837,True,정책,인도네시아,"미국과 서방 국가들이 러시아에 대한 경제 제재를 시행함에 따라 러시아의 니켈 수출이 저해될 것으로 보이며, 이는 인도네시아 니켈 생산자에게 기회가 될 수 있다는 분석이 제기되었다. 인도네시아는 니켈의 주요 생산국으로서 미국과 유럽 시장에 진입할 수 있는 가능성이 크다. 그러나 인도네시아의 니켈 생산자들은 환경, 사회, 지배구조(ESG) 기준을 충족하지 못하는 경우가 많아 호주와의 경쟁이 우려된다. 또한, 인도네시아의 물류 비용이 상대적으로 높고, 니켈 품질이 러시아산을 완전히 대체할 수 없다는 점도 도전 과제가 될 것이다. 마지막으로, 인도네시아는 배터리 산업을 위한 니켈 DMO를 검토 중이며, 대규모 수출 준비가 미흡하다는 점도 지적되었다.",,"[""nikel""]",0.5,sanksi ekonomi
1233332793,False,기타,Indonesia,"이 기사는 서파푸아 원주민들이 키트캣, 스마트ies, 에어로 초콜릿, 오레오 비스킷, 리츠 크래커 및 화장품 브랜드에 대한 보이콧을 촉구하는 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""palm oil""]",-0.8,boycott
1105832871,False,기타,Malaysia,"이 기사는 중국의 군사 장비 전시와 관련된 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""J-10C fighter aircraft"", ""Type 052D destroyer"", ""Type 054A frigate"", ""Littoral Mission Ships (LMS)"", ""Type 071E landing platform dock""]",0.2,Defense exhibition
1221247912,True,정책,United States,"미국 정유업체들이 캐나다산 원유에 25% 관세를 부과하겠다는 트럼프 대통령의 위협에 직면해 있으며, 이는 미국 정유업체들에게 큰 타격이 될 것으로 예상된다. 이로 인해 정유업체들의 수익성이 하락할 것으로 보인다. 또한, 미국의 정유 공장 가동률은 90.3%로 유지되고 있지만, EBIT 기대치는 24% 하락했다. 이러한 상황은 공급망에 부정적인 영향을 미칠 수 있다.",,"[""crude oil"", ""natural gas"", ""diesel""]",-0.5,tariff threat
1267995339,False,기타,Australia,"이 기사는 북한에 대한 유엔 안전 보장 이사회의 제재 집행을 지원하기 위해 호주 공군이 P-8A 포세이돈 해상 순찰기를 일본에 배치한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""weapons"", ""military equipment"", ""dual-use technologies"", ""industrial machinery"", ""rare earth metals"", ""coal"", ""oil"", ""refined petroleum products""]",0.5,sanction enforcement
1030711284,False,기타,기타,"이 기사는 조 바이든의 외교 정책과 러시아에 대한 제재에 대한 논의로, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Political Conflict
1011054641,True,정책,중국,"중국은 석탄 부족으로 인한 전력 위기를 겪고 있으며, 호주산 석탄 수입 금지가 지속되고 있다. 이는 정치적 문제로, 중국 정부는 호주에서의 석탄 수입을 재개할 가능성이 낮다고 분석가들은 보고하고 있다. 중국은 다른 국가에서 석탄을 확보하려고 하며, 자국 내 석탄 생산을 늘릴 계획이다. 이로 인해 호주와의 무역 관계가 영향을 받고 있다.",,"[""coal""]",-0.5,import ban
1168622447,False,기타,Australia,"이 기사는 호주가 이스라엘에 군사 장비를 수출하지 않고 있다는 내용을 다루고 있으며, 공급망 리스크와 관련된 핵심 광물이나 자원에 대한 언급이 없습니다.",,"[""radios"", ""body armour"", ""software"", ""vehicle parts"", ""sporting equipment"", ""F-35 components""]",0.1,military export discussion
1177921839,False,기타,Russia,"이 기사는 러시아의 자산 압수와 관련된 경제적 긴장 상황을 다루고 있으며, 공급망 리스크와 직접적인 연관이 없습니다.",,"[""lithium""]",-0.2,economic sanctions
1279499690,False,기타,Venezuela,"이 기사는 미국의 베네수엘라에 대한 군사적 위협과 자원 착취에 관한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""oil"", ""lithium"", ""copper""]",-0.8,military intervention
921600682,False,기타,Australia,"이 기사는 중국과 호주 간의 정치적 긴장과 관련된 내용으로, 공급망 리스크와는 무관합니다.",,"[""iron ore""]",-0.5,political pressure
1103113007,False,기타,Australia,"이 기사는 호주와 중국 간의 무역 관계 개선에 대한 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""timber""]",0.5,trade agreement
951533999,False,기타,기타/무관,"이 기사는 중국의 일대일로 정책과 환경 문제에 대한 논의로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""coal""]",-0.5,environmental protest
1246633847,False,기타,USA,"이 기사는 북텍사스의 주택 화재와 관련된 내용으로, 공급망 리스크와는 무관합니다.",,"[""copper""]",0.2,fire
1043805503,False,기타,,"이 기사는 1982년 플린트의 노트르담 교회 화재에 대한 역사적 사건을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""wood"", ""granite""]",-0.5,fire
1066329607,False,기타,United States,"이 기사는 플로리다의 허리케인 이안으로 인한 홍수 피해에 대해 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""cattle"", ""homes"", ""campers"", ""trucks""]",-0.7,flooding
969360699,False,기타,USA,"이 기사는 COVID-19로 인한 화장터의 증가하는 사망자 수와 그로 인한 직원들의 감정적 고통에 대해 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Increased cremation rates due to COVID-19 pandemic
1150802820,False,기타,Saudi Arabia,"이 기사는 사우디 아라비아의 광물 자원 가치 증가에 대한 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""rare earth elements"", ""phosphate"", ""gold"", ""zinc"", ""copper""]",0.3,announcement
926072145,False,기타,미국,"이 기사는 트럼프의 재선 전략과 정치적 상황에 대한 논의로, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Political Campaign Crisis
1257881160,True,정책,Indonesia,"인도네시아 대통령이 불법 자원 착취에 대한 단속을 강화하겠다고 발표했습니다. 이는 광물 자원과 관련된 불법 운영에 대한 정부의 조치로, 공급망에 영향을 미칠 수 있습니다.",,"[""palm oil"", ""nickel"", ""thermal coal"", ""tin"", ""copper""]",-0.3,government crackdown
977448727,False,기타,South Africa,"이 기사는 남아프리카 공화국의 철도 인프라와 관련된 재정적 문제와 범죄에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""copper cables"", ""rail tracks""]",-0.5,theft and vandalism
1122101909,True,생산,South Africa,"eThekwini 시의 전기 인프라에 대한 지속적인 파손과 도난이 새로운 프로젝트에 대한 투자를 저해하고 있으며, 이는 기존 인프라를 복구하는 데 드는 비용과 시간으로 인해 생산 차질을 초래하고 있다. 특히 구리 케이블의 도난이 심각한 문제로 대두되고 있다. 시의회는 이 문제를 해결하기 위한 다양한 방안을 모색하고 있다. 또한, 태양광 에너지 사용을 고려하고 있지만, 태양광 조명의 배터리 도난에 대한 우려도 제기되고 있다.",,"[""copper"", ""aluminium""]",-0.8,theft
1085044243,False,기타,United States,"이 기사는 교회 건물의 철거와 관련된 논의에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""marble""]",-0.5,demolition
1269133769,False,기타,Germany,"이 기사는 전 세계 전쟁의 가능성에 대한 우려를 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""long-range missiles"", ""drones""]",-0.5,military escalation
955992709,False,기타,Philippines,"이 기사는 필리핀 마라위 전투 이후 120,000명 이상의 사람들이 여전히 이재민으로 남아 있다는 내용을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Conflict
1140360387,True,정책,Zimbabwe,"리튬 채굴과 관련된 부패 및 인권 침해가 아프리카 전역에서 만연하고 있다는 새로운 보고서가 발표되었습니다. 이 보고서는 짐바브웨, 나미비아 및 민주공화국 콩고에서의 리튬 채굴과 관련된 여러 사건을 확인하며, 부패, 불법 노동 관행, 환경 파괴 등의 문제를 지적하고 있습니다. 특히, 짐바브웨의 리튬 산업이 경제를 부양할 것이라는 정부의 주장에도 불구하고, 지역 사회는 부유한 엘리트에게만 이익이 돌아가고 있다고 주장하고 있습니다. 또한, 짐바브웨의 한 리튬 광산은 노동법 위반으로 운영이 일시 중단되었으며, 지역 주민들은 강제 이주 계약을 강요받고 있습니다. 이러한 상황은 정책적 리스크를 나타냅니다.",,"[""lithium""]",-0.5,corruption and rights abuses
1175166812,False,기타,,"이 기사는 주로 다양한 시트러스 맛의 진에 대한 리뷰와 추천을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""wheat"", ""barley"", ""corn"", ""juniper berries"", ""orris roots"", ""coriander"", ""licorice"", ""grapefruit juice"", ""California oranges"", ""Italian lemons"", ""Amalfi lemon peel"", ""yuzu"", ""Mandarin orange"", ""lemon zest"", ""sundried lemon peels"", ""lemon verbena""]",0.5,product review
1186314993,True,정책,United States,"노스다코타에서 희토류 원소 채굴을 고려하면서 환경적 영향에 대한 우려가 제기되고 있다. 채굴 활동은 환경에 중대한 영향을 미칠 수 있으며, 이를 해결하기 위한 엄격한 규제와 환경 영향 연구가 필요하다. 경제적 기회와 환경 보호 간의 균형을 맞추는 것이 중요하다.",,"[""rare earth elements""]",-0.5,environmental impact concerns
1251255888,False,기타,Indonesia,"이 기사는 인도네시아에서 악어의 공격으로 소년이 사망한 사건에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-1.0,Fatal crocodile attack
933329573,False,기타,,"이 기사는 1970년대 미국의 LGBTQ 프라이드 시위에 대한 역사적 회고를 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],0.5,Pride March
1257609899,False,기타,,"이 기사는 샌디에이고의 루프탑 바와 레스토랑에 대한 정보로, 공급망 리스크와 관련이 없습니다.",,[],0.5,Promotion
1107668071,False,기타,,"이 기사는 우주 자원 개발과 관련된 정치적 및 법적 인프라 부족에 대해 논의하고 있으며, 배터리 공급망과 직접적인 관련이 없습니다.",,"[""water ice"", ""helium-3"", ""rare earth elements"", ""neodymium"", ""scandium""]",0.3,Emerging opportunity
1263492391,False,기타,Zimbabwe,"이 기사는 미국의 제재 법안 철회에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""rare earth minerals""]",0.5,policy change
1203734339,False,기타,Iowa,이 기사는 공급망 리스크와 관련이 없는 다양한 사건들에 대한 보도를 포함하고 있습니다.,,"[""meth""]",-0.5,criminal activity
